Site,SpeciesCode,Abundance,IND_BIOM
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,kuwaminu,1,0.0123
KH,kuwaminu,1,0.0123
KH,kuwaminu,1,0.0123
KH,kuwaminu,1,0.0123
KH,kuwaminu,1,0.0123
KH,kuwaminu,1,0.0123
KH,kuwanigr,1,0.0123
KH,triospu5,1,0.0982
KH,erigautu,1,0.2523
KH,erigautu,1,0.0433
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,cisseta,1,0.13
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,protspu2,1,0.369
KH,protspu1,1,0.486
KH,oceavulc,1,1.0403
KH,oceavulc,1,1.0403
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthkana,1,0.408
KH,orthkana,1,0.408
KH,orthkana,1,0.408
KH,orthkana,1,0.408
KH,orthkana,1,0.408
KH,orthkana,1,0.408
KH,pseuskh1,1,0.408
KH,oceavulc,1,0.0375
KH,oceavulc,1,0.1568
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,orthmetr,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,eupespre,1,0.379
KH,eupespre,1,0.379
KH,leiahawa,1,0.0206
KH,leiahawa,1,0.0206
KH,enicmolo,1,3.357
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,plaghosp,1,0.0139
KH,plaghosp,1,0.0139
KH,micrflav,1,0.0139
KH,pauaswez,1,0.0725
KH,willkahl,1,0.0056
KH,willkahl,1,0.0056
KH,isotnota,1,0.0056
KH,mecydeve,1,1.706
KH,mecydeve,1,1.706
KH,kuwaspu3,1,0.0234
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,neurspu1,1,0.0056
KH,greeform,1,0.0175
KH,greeform,1,0.0175
KH,greeform,1,0.0175
KH,scotjsu4,1,0.0962
KH,scotjsu4,1,1.2985
KH,kuwaspu3,1,0.0234
KH,greeform,1,0.0175
KH,greeform,1,0.0175
KH,asyngodm,1,7.876
KH,asyngodm,1,7.876
KH,asyngodm,1,7.876
KH,xylesaxe,1,0.157
KH,cisseta,1,0.13
KH,cisseta,1,0.13
KH,cisseta,1,0.13
KH,cisseta,1,0.13
KH,cisseta,1,0.13
KH,cisseta,1,0.13
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,aptevarie,1,0.549
KH,cissign,1,0.173
KH,cissign,1,0.173
KH,protspu1,1,0.486
KH,protspu1,1,0.486
KH,protspu2,1,0.369
KH,protspu2,1,0.369
KH,ptilinsi,1,0.0339
KH,mecydeve,1,1.706
KH,mecydeve,1,1.706
KH,mecydeve,1,1.706
KH,lasimont,1,0.1568
KH,lasimont,1,0.1568
KH,koanhawa,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthkana,1,0.408
KH,orthkana,1,0.408
KH,saroadon,1,1.3333
KH,saroadon,1,1.3333
KH,oceavulc,1,1.0403
KH,oceavulc,1,1.0403
KH,oceavulc,1,1.0403
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,oceavulc,1,0.3623
KH,oceavulc,1,0.1568
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,dasyhawa,1,0.0153
KH,platadro,1,0.0153
KH,platadro,1,0.0153
KH,dicrhawa,1,3.2233
KH,dicrnrgr,1,0.2584
KH,campspu6,1,0.091
KH,dicrsppu,1,0.4697
KH,dicrsppu,1,0.8407
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,plaghosp,1,0.0139
KH,sierspuM,1,0.0725
KH,micrflav,1,0.0139
KH,apharufe,1,0.0139
KH,eupemsu2,1,0.0139
KH,sierspuM,1,0.0725
KH,micrflav,1,0.0139
KH,kuwaminu,1,0.0982
KH,kuwaminu,1,0.0982
KH,kuwaminu,1,0.0982
KH,kuwanigr,1,0.0982
KH,triospu6,1,0.0123
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,tetrquas,1,0.0433
KH,tetrquas,1,0.0433
KH,tetrquas,1,0.1971
KH,erigautu,1,0.0433
KH,aranemma,1,0.0433
KH,eupespre,1,0.379
KH,nesorudi,1,0.251
KH,nesorudi,1,0.251
KH,leiahawa,1,0.0206
KH,leiahawa,1,0.1399
KH,baltsimi,1,5.5737
KH,baltsimi,1,7.1456
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,baltsimi,1,0.4179
KH,scotjsu1,1,0.0962
KH,porcscab,1,8.9635
KH,porcscab,1,8.9635
KH,porcscab,1,2.1775
KH,porcscab,1,0.3192
KH,scotjsu1,1,0.1941
KH,pyrajs19,1,0.4697
KH,pyrajs19,1,0.6439
KH,pyrajs19,1,1.8374
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,asprsemi,1,0.0056
KH,asprsemi,1,0.0056
KH,asyngodm,1,7.876
KH,asyngodm,1,7.876
KH,oligspu6,1,0.0359
KH,cisseta,1,0.13
KH,cisporc,1,0.1238
KH,cisseta,1,0.13
KH,cisseta,1,0.13
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cissign,1,0.173
KH,hypepost,1,2.91
KH,protspu1,1,0.486
KH,eupespre,1,0.379
KH,eupespre,1,0.379
KH,eupespre,1,0.379
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,nabiosci,1,0.3328
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.0375
KH,oceavulc,1,0.1568
KH,oceavulc,1,0.1568
KH,oceavulc,1,0.3623
KH,oceavulc,1,0.3623
KH,oceavulc,1,0.3623
KH,oceavulc,1,0.3623
KH,saroadon,1,0.408
KH,dasyhawa,1,0.091
KH,dasyhawa,1,0.091
KH,dasyhawa,1,0.0153
KH,dasyhawa,1,0.0153
KH,dasyhawa,1,0.0153
KH,dasyhawa,1,0.0153
KH,euryarge,1,0.2584
KH,euryarge,1,0.2584
KH,euryarge,1,0.2584
KH,orthwill,1,0.091
KH,orthwill,1,0.091
KH,orthwill,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,scapnuni,1,0.091
KH,ctenhawa,1,0.091
KH,platadro,1,0.091
KH,platadro,1,0.091
KH,platadro,1,0.091
KH,monareco,1,0.0153
KH,monareco,1,0.0153
KH,dicrswez,1,0.5417
KH,scatnigr,1,0.091
KH,bradspat,1,0.091
KH,hypemagn,1,0.0153
KH,pimppuni,1,0.3782
KH,prishawa,1,0.3782
KH,prishawa,1,0.6436
KH,plaghosp,1,0.0139
KH,plaghosp,1,0.0139
KH,plaghosp,1,0.0139
KH,sierspuM,1,0.0725
KH,anagnigr,1,0.0725
KH,encyspu25,1,0.0139
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0725
KH,pauaswez,1,0.0725
KH,tetrquas,1,0.0433
KH,tetrquas,1,0.0433
KH,tetrquas,1,0.0433
KH,kuwaspu3,1,0.0123
KH,kuwaminu,1,0.0123
KH,kuwaminu,1,0.0123
KH,triospu6,1,0.0123
KH,mecydeve,1,1.706
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,willkahl,1,0.0056
KH,trigwaim,1,0.1186
KH,oliainae,1,1.4853
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,pyrajs19,1,0.4697
KH,pyrajs19,1,0.0962
KH,pyrajs19,1,0.0962
KH,lepiagsu,1,0.2282
KH,greeform,1,0.0175
KH,baltsimi,1,10.9837
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,asprsemi,1,0.0056
KH,greeform,1,0.0175
KH,greeform,1,0.0175
KH,asyngodm,1,7.876
KH,crypdesj,1,0.533
KH,cisporc,1,0.1238
KH,cissign,1,0.173
KH,cissign,1,0.173
KH,stelspu1,1,0.177
KH,xylespu2,1,0.85
KH,protspu4,1,0.0712
KH,protspu1,1,0.486
KH,protspu1,1,0.486
KH,protspu1,1,0.486
KH,protspu1,1,0.486
KH,protspu1,1,0.486
KH,eurymacu,1,0.2584
KH,euryarge,1,0.2584
KH,dasyhawa,1,0.0153
KH,dasyhawa,1,0.0153
KH,dasyhawa,1,0.0153
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,orthwill,1,0.091
KH,psycalte,1,0.0153
KH,ctenhawa,1,0.091
KH,ctenhawa,1,0.091
KH,bradmolo,1,0.091
KH,hypemagn,1,0.091
KH,hypemagn,1,0.091
KH,libntruk,1,7.314
KH,dicrstyg,1,2.2861
KH,scapnuni,1,0.091
KH,scapnuni,1,0.091
KH,scapnuni,1,0.091
KH,cecigsu1,1,0.0153
KH,homoungu,1,0.2584
KH,platadro,1,0.091
KH,platadro,1,0.091
KH,scapinae,1,0.0962
KH,tetrquas,1,0.0433
KH,oceavulc,1,0.6562
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,saroadon,1,0.7949
KH,saroadon,1,0.7949
KH,saroadon,1,1.3333
KH,oceavulc,1,0.1568
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.032
KH,saroadon,1,0.1594
KH,saroadon,1,0.1594
KH,saroadon,1,0.408
KH,saroadon,1,0.408
KH,saroadon,1,0.408
KH,saroadon,1,0.408
KH,saroadon,1,0.408
KH,eupespre,1,0.379
KH,eupespre,1,0.379
KH,eupespre,1,0.379
KH,prishawa,1,0.6436
KH,baeupers,1,0.0139
KH,plaghosp,1,0.0139
KH,anagnigr,1,0.0139
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,sierspuO,1,0.0725
KH,sierspuO,1,0.1905
KH,sierspuM,1,0.0725
KH,metaalbe,1,0.0139
KH,eupemsu4,1,0.0725
KH,toxenubi,1,0.0725
KH,toxenubi,1,0.0725
KH,eupensp1,1,0.0725
KH,sierspuM,1,0.0725
KH,toxenubi,1,0.0725
KH,triospu5,1,0.0982
KH,triospu5,1,0.0982
KH,triospu5,1,0.0982
KH,kuwaminu,1,0.0982
KH,kuwaminu,1,0.0123
KH,triospu6,1,0.0123
KH,leiahawa,1,0.0206
KH,leiahawa,1,0.0206
KH,leiahawa,1,0.1399
KH,leiahawa,1,0.1399
KH,trigwaim,1,7.0954
KH,banzniti,1,155.4923
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,hapldavi,1,0.0396
KH,greeform,1,0.1084
KH,greeform,1,0.0175
KH,greeform,1,0.0175
KH,greeform,1,0.0175
KH,lepiagsu,1,0.7458
KH,pyrajs19,1,0.0962
KH,pseugsu1,1,0.0234
KH,greeform,1,0.0175
KH,greeform,1,0.0175
KH,greeform,1,0.0175
KH,asyngodm,1,7.876
KH,xylesaxe,1,0.157
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,anotspu1,1,0.1825
KH,protspu1,1,0.486
KH,eupespre,1,0.379
KH,eupespre,1,0.379
KH,eupespre,1,0.379
KH,oceavulc,1,0.1568
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,oceavulc,1,0.6562
KH,koanhawa,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,saroadon,1,0.7949
KH,saroadon,1,0.7949
KH,saroadon,1,0.7949
KH,saroadon,1,0.7949
KH,saroadon,1,0.7949
KH,saroadon,1,0.7949
KH,saroadon,1,0.7949
KH,oceavulc,1,0.1568
KH,orthkana,1,0.1605
KH,dasyhawa,1,0.0153
KH,dasyhawa,1,0.0153
KH,dasyhawa,1,0.0153
KH,dasyhawa,1,0.0153
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,eurymacu,1,0.2584
KH,ctenhawa,1,0.091
KH,hypemagn,1,0.0153
KH,platadro,1,0.091
KH,asteapic,1,0.091
KH,scapseto,1,0.2584
KH,exaispin,1,5.7233
KH,scapbucc,1,0.091
KH,spolflav,1,0.3782
KH,plaghosp,1,0.0139
KH,plaghosp,1,0.0139
KH,sierspuO,1,0.0725
KH,sierspuM,1,0.1905
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0139
KH,eupemsu3,1,0.0139
KH,sierspuO,1,0.1905
KH,tetrquas,1,1.7866
KH,erigautu,1,0.0433
KH,tetrbrev,1,0.1971
KH,therspu4,1,0.0433
KH,leiahawa,1,0.95
KH,leiahawa,1,0.4289
KH,leiahawa,1,0.4289
KH,leiahawa,1,0.4289
KH,kuwaspu1,1,0.0982
KH,kuwaminu,1,0.0982
KH,kuwaminu,1,0.0123
KH,kuwaminu,1,0.0123
KH,kuwaminu,1,0.0123
KH,kuwaminu,1,0.0123
KH,triospu2,1,0.0982
KH,triospu5,1,0.0982
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,mecydeve,1,0.1941
KH,trigwaim,1,7.0954
KH,trigwaim,1,2.3551
KH,trigwaim,1,0.3574
KH,greeform,1,0.1084
KH,greeform,1,0.0175
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,helihaem,1,0.0056
KH,lepiagsu,1,0.2282
KH,greeform,1,0.0175
KH,greeform,1,0.0175
KH,greeform,1,0.0175
KH,greeform,1,0.1084
KH,helihaem,1,0.0056
KH,kuwaminu,1,0.0982
KH,erigautu,1,0.0433
KH,tetrquas,1,0.1971
KH,mecydeve,1,0.3193
KH,eupespre,1,0.379
KH,dasyhawa,1,0.0153
KH,dasyhawa,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,forchard,1,0.091
KH,platadro,1,0.091
KH,drosconf,1,0.2584
KH,scapnuni,1,0.091
KH,cephtimb,1,0.2584
KH,hypemagn,1,0.091
KH,scatnigr,1,0.091
KH,bradspat,1,0.091
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,salicele,1,0.0056
KH,asyngodm,1,7.876
KH,crypdesj,1,0.533
KH,crypdesj,1,0.533
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,protspu1,1,0.486
KH,protspu1,1,0.486
KH,oliainae,1,0.9707
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthkana,1,0.1594
KH,orthkana,1,0.1594
KH,orthkana,1,0.1594
KH,nabiosci,1,0.1509
KH,nabiosci,1,0.1509
KH,toxenubi,1,0.0725
KH,signaspi,1,0.0139
KH,opisnigr,1,0.0725
KH,pauaswez,1,0.0725
KH,pauaswez,1,0.0139
KH,pauaswez,1,0.0725
KH,sierspuO,1,0.0725
KH,baltsimi,1,0.8236
KH,greeform,1,0.0175
KH,asprsemi,1,0.0056
KH,nabiosci,1,0.6147
KH,nesefasc,1,0.3623
KH,oceavulc,1,0.6562
KH,orthmetr,1,0.1594
KH,orthmetr,1,0.1594
KH,orthkana,1,0.408
KH,orthkana,1,0.408
KH,orthkana,1,0.408
KH,orthkana,1,0.408
KH,orthkana,1,0.408
KH,saroadon,1,0.7949
KH,saroadon,1,0.7949
KH,saroadon,1,0.7949
KH,saroadon,1,0.1594
KH,saroadon,1,0.032
KH,orthkana,1,0.1594
KH,eupespre,1,0.379
KH,asyngodm,1,7.876
KH,asyngodm,1,7.876
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,xylesaxe,1,0.157
KH,cispaci,1,0.131
KH,cisporc,1,0.1238
KH,cisporc,1,0.1238
KH,cispaci,1,0.131
KH,cisporc,1,0.1238
KH,protspu2,1,0.369
KH,protspu4,1,0.0712
KH,protspu1,1,0.486
KH,protspu1,1,0.486
KH,protspu1,1,0.486
KH,protspu1,1,0.486
KH,protspu1,1,0.486
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
KH,salicele,1,0.0396
